http://data.linkedmdb.org/resource/film/1 http://dbpedia.org/resource/Buffy_the_Vampire_Slayer_%28film%29
http://data.linkedmdb.org/resource/film/4 http://dbpedia.org/resource/Batman_%26_Robin_%28film%29
http://data.linkedmdb.org/resource/film/7 http://dbpedia.org/resource/Carousel_%28film%29
http://data.linkedmdb.org/resource/film/13090 http://dbpedia.org/resource/Carousel_%28film%29
http://data.linkedmdb.org/resource/film/11 http://dbpedia.org/resource/Godzilla_vs._the_Sea_Monster
http://data.linkedmdb.org/resource/film/14 http://dbpedia.org/resource/Highlander_%28film%29
http://data.linkedmdb.org/resource/film/6398 http://dbpedia.org/resource/Highlander_%28film%29
http://data.linkedmdb.org/resource/film/17 http://dbpedia.org/resource/Ice_Age_%28film%29
http://data.linkedmdb.org/resource/film/19 http://dbpedia.org/resource/L̩on_%28film%29
http://data.linkedmdb.org/resource/film/21 http://dbpedia.org/resource/Mulholland_Drive_%28film%29
http://data.linkedmdb.org/resource/film/22 http://dbpedia.org/resource/O_Brother%2C_Where_Art_Thou%3F
http://data.linkedmdb.org/resource/film/23 http://dbpedia.org/resource/Original_Sin_%28film%29
http://data.linkedmdb.org/resource/film/10426 http://dbpedia.org/resource/Original_Sin_%28film%29
http://data.linkedmdb.org/resource/film/25 http://dbpedia.org/resource/Rosencrantz_%26_Guildenstern_Are_Dead_%28film%29
http://data.linkedmdb.org/resource/film/15374 http://dbpedia.org/resource/Rosencrantz_%26_Guildenstern_Are_Dead_%28film%29
http://data.linkedmdb.org/resource/film/31 http://dbpedia.org/resource/Stargate_%28film%29
http://data.linkedmdb.org/resource/film/32 http://dbpedia.org/resource/The_Rock_%28film%29
http://data.linkedmdb.org/resource/film/38 http://dbpedia.org/resource/U-571_%28film%29
http://data.linkedmdb.org/resource/film/39 http://dbpedia.org/resource/Wild_Strawberries_%28film%29
http://data.linkedmdb.org/resource/film/40 http://dbpedia.org/resource/War_%28film%29
http://data.linkedmdb.org/resource/film/41 http://dbpedia.org/resource/Waterloo_%28film%29
http://data.linkedmdb.org/resource/film/42 http://dbpedia.org/resource/The_War_of_the_Roses_%28film%29
http://data.linkedmdb.org/resource/film/45 http://dbpedia.org/resource/JFK_%28film%29
http://data.linkedmdb.org/resource/film/46 http://dbpedia.org/resource/Gentleman%27s_Agreement
http://data.linkedmdb.org/resource/film/47 http://dbpedia.org/resource/Crossfire_%28film%29
http://data.linkedmdb.org/resource/film/48 http://dbpedia.org/resource/Anywhere_but_Here_%28film%29
http://data.linkedmdb.org/resource/film/50 http://dbpedia.org/resource/Gulliver%27s_Travels_%28film%29
http://data.linkedmdb.org/resource/film/4915 http://dbpedia.org/resource/Gulliver%27s_Travels_%28film%29
http://data.linkedmdb.org/resource/film/7823 http://dbpedia.org/resource/Gulliver%27s_Travels_%28film%29
http://data.linkedmdb.org/resource/film/52 http://dbpedia.org/resource/Lawrence_of_Arabia_%28film%29
http://data.linkedmdb.org/resource/film/53 http://dbpedia.org/resource/Heat_%28film%29
http://data.linkedmdb.org/resource/film/4657 http://dbpedia.org/resource/Heat_%28film%29
http://data.linkedmdb.org/resource/film/9200 http://dbpedia.org/resource/Heat_%28film%29
http://data.linkedmdb.org/resource/film/20088 http://dbpedia.org/resource/Heat_%28film%29
http://data.linkedmdb.org/resource/film/54 http://dbpedia.org/resource/American_Beauty_%28film%29
http://data.linkedmdb.org/resource/film/57 http://dbpedia.org/resource/Green_Card_%28film%29
