http://data.linkedmdb.org/resource/film/1	http://dbpedia.org/resource/Buffy_the_Vampire_Slayer_(film)
http://data.linkedmdb.org/resource/film/4	http://dbpedia.org/resource/Batman_&_Robin_(film)
http://data.linkedmdb.org/resource/film/7	http://dbpedia.org/resource/Carousel_(film)
http://data.linkedmdb.org/resource/film/13090	http://dbpedia.org/resource/Carousel_(film)
http://data.linkedmdb.org/resource/film/14	http://dbpedia.org/resource/Highlander_(film)
http://data.linkedmdb.org/resource/film/19	http://dbpedia.org/resource/L??on_(film)
http://data.linkedmdb.org/resource/film/21	http://dbpedia.org/resource/Mulholland_Drive_(film)
http://data.linkedmdb.org/resource/film/10426	http://dbpedia.org/resource/Original_Sin_(film)
http://data.linkedmdb.org/resource/film/38	http://dbpedia.org/resource/U-571_(film)
http://data.linkedmdb.org/resource/film/40	http://dbpedia.org/resource/War_(film)
http://data.linkedmdb.org/resource/film/41	http://dbpedia.org/resource/Waterloo_(film)
http://data.linkedmdb.org/resource/film/46	http://dbpedia.org/resource/Gentleman's_Agreement
http://data.linkedmdb.org/resource/film/47	http://dbpedia.org/resource/Crossfire_(film)
http://data.linkedmdb.org/resource/film/52	http://dbpedia.org/resource/Lawrence_of_Arabia_(film)
http://data.linkedmdb.org/resource/film/53	http://dbpedia.org/resource/Heat_(film)
http://data.linkedmdb.org/resource/film/54	http://dbpedia.org/resource/American_Beauty_(film)
http://data.linkedmdb.org/resource/film/58	http://dbpedia.org/resource/Grand_Hotel_(film)
http://data.linkedmdb.org/resource/film/60	http://dbpedia.org/resource/Animal_Crackers_(film)
http://data.linkedmdb.org/resource/film/63	http://dbpedia.org/resource/Metropolis_(film)
http://data.linkedmdb.org/resource/film/14204	http://dbpedia.org/resource/Metropolis_(film)
http://data.linkedmdb.org/resource/film/65	http://dbpedia.org/resource/X-Men_(film)
http://data.linkedmdb.org/resource/film/66	http://dbpedia.org/resource/The_Song_Remains_the_Same_(film)
http://data.linkedmdb.org/resource/film/67	http://dbpedia.org/resource/French_Kiss_(film)
http://data.linkedmdb.org/resource/film/6894	http://dbpedia.org/resource/Wall_Street_(film)
http://data.linkedmdb.org/resource/film/86	http://dbpedia.org/resource/It's_a_Wonderful_Life
http://data.linkedmdb.org/resource/film/96	http://dbpedia.org/resource/The_Thin_Man_(film)
http://data.linkedmdb.org/resource/film/97	http://dbpedia.org/resource/Viva_Villa!
http://data.linkedmdb.org/resource/film/99	http://dbpedia.org/resource/The_Big_House_(film)
http://data.linkedmdb.org/resource/film/100	http://dbpedia.org/resource/Disraeli_(film)
http://data.linkedmdb.org/resource/film/105	http://dbpedia.org/resource/Top_Hat
http://data.linkedmdb.org/resource/film/14051	http://dbpedia.org/resource/Lost_Horizon_(film)
http://data.linkedmdb.org/resource/film/109	http://dbpedia.org/resource/The_Adventures_of_Robin_Hood_(film)
http://data.linkedmdb.org/resource/film/110	http://dbpedia.org/resource/Alexander's_Ragtime_Band_(film)
http://data.linkedmdb.org/resource/film/112	http://dbpedia.org/resource/Test_Pilot_(film)
http://data.linkedmdb.org/resource/film/114	http://dbpedia.org/resource/Stagecoach_(film)
http://data.linkedmdb.org/resource/film/1388	http://dbpedia.org/resource/Alice_in_Wonderland_(film)
http://data.linkedmdb.org/resource/film/4368	http://dbpedia.org/resource/Alice_in_Wonderland_(film)
http://data.linkedmdb.org/resource/film/14260	http://dbpedia.org/resource/Alice_in_Wonderland_(film)
http://data.linkedmdb.org/resource/film/22347	http://dbpedia.org/resource/Alice_in_Wonderland_(film)
http://data.linkedmdb.org/resource/film/117	http://dbpedia.org/resource/Day_of_the_Dead_(film)
